time,src_computer,resolved_computer
123005,C14244,C15539
123005,C2492,C457
123005,C2760,C1065
123006,C1645,C1707
123007,C1191,C1707
123008,C13898,C706
123008,C1750,C706
123009,C15218,C1707
123010,C15550,C467
123010,C15550,C586
123010,C15550,C625
123011,C15550,C457
123011,C15550,C529
123011,C15550,C612
123011,C1645,C1707
123011,C25394,C23778
123012,C3380,C22841
123013,C13311,C1707
123014,C22786,C1707
123014,C4131,C1685
123015,C22786,C1685
123019,C14777,C529
123020,C17009,C5900
123025,C15550,C359
123025,C18217,C1685
123025,C18217,C1707
123031,C15550,C5030
123031,C421,C457
123032,C17208,C1685
123032,C17208,C1707
123033,C15180,C706
123033,C15550,C1065
123033,C5358,C1685
123035,C15550,C528
123035,C2320,C5136
123036,C15550,C457
123036,C15550,C625
123036,C15628,C5030
123037,C15550,C1065
123037,C15550,C2109
123037,C15550,C467
123037,C354,C1707
123038,C15550,C2109
123038,C15550,C5030
123038,C1754,C1707
123038,C354,C1707
123041,C14864,C1707
123047,C902,C1685
123048,C13717,C1685
123048,C17208,C11498
123049,C1905,C1685
123050,C3380,C22841
123051,C15550,C586
123054,C17365,C1685
123054,C17365,C1707
123054,C3554,C612
123055,C1423,C5030
123056,C3440,C5030
123056,C7863,C706
123058,C16363,C706
123059,C15550,C612
123059,C6537,C5030
123060,C13968,C1685
123065,C2492,C457
123066,C6897,C231
123067,C657,C1685
123069,C4653,C231
123072,C10713,C5030
123072,C831,C5030
123073,C3380,C22841
123074,C13669,C359
123074,C14066,C467
123075,C15266,C1685
123075,C159,C359
123076,C15550,C706
123078,C12255,C3574
123081,C17009,C1883
123083,C1142,C1707
123089,C18217,C5900
123091,C13898,C448
123094,C2640,C706
123095,C15550,C231
123097,C12177,C1685
123097,C12177,C1707
123097,C13583,C5030
123099,C1420,C1685
123104,C13754,C706
123105,C13754,C706
123106,C13754,C706
123107,C14066,C528
123107,C18217,C4417
123108,C15628,C706
123112,C14498,C231
123112,C3380,C22841
123120,C9578,C1685
123125,C16969,C3349
123125,C2492,C457
123128,C6578,C231
123129,C14804,C706
123132,C3990,C706
123134,C3380,C22841
123134,C8914,C231
123135,C992,C5030
123140,C1357,C1685
123141,C409,C1685
123145,C1936,C2079
123147,C9696,C1685
123148,C14519,C1685
123149,C1936,C2079
123149,C337,C1685
123151,C2320,C467
123152,C2769,C706
123156,C15007,C1707
123156,C26743,C26743
123157,C2769,C144
123159,C122,C1685
123159,C13898,C2021
123159,C1928,C5030
123162,C15268,C1707
123162,C768,C1685
123163,C6367,C1707
123166,C14445,C467
123167,C1796,C1707
123168,C161,C359
123169,C7863,C1707
123174,C3380,C22841
123175,C18217,C1883
123176,C14445,C586
123179,C14229,C1707
123180,C14229,C1707
123180,C2827,C5030
123181,C14066,C586
123181,C17013,C1065
123181,C2760,C1707
123184,C24854,C5900
123185,C17013,C1685
123185,C2492,C457
123186,C13337,C1685
123186,C13337,C1707
123186,C17013,C1685
123188,C14984,C1707
123188,C17013,C586
123189,C11885,C706
123190,C3238,C5721
123190,C3238,C743
123191,C16247,C5030
123192,C5909,C586
123194,C12316,C231
123194,C5811,C1685
123195,C3143,C1685
123195,C3380,C22841
123195,C5111,C231
123197,C24689,C1707
123198,C24689,C1685
123200,C14498,C1685
123201,C894,C706
123202,C14557,C5030
123203,C16557,C1707
123205,C4722,C706
123209,C12257,C359
123211,C15218,C706
123211,C7298,C10037
123216,C25022,C1685
123216,C881,C1707
123219,C11885,C5030
123219,C3122,C5030
123226,C15001,C1707
123227,C16694,C706
123236,C3380,C22841
123237,C12393,C1065
123237,C16397,C586
123238,C159,C706
123239,C7968,C5030
123239,C9921,C5030
123240,C5323,C5030
123242,C421,C5030
123244,C6346,C467
123244,C6346,C612
123245,C16397,C586
123245,C2492,C457
123245,C6346,C467
123246,C6346,C528
123247,C6346,C467
123248,C2493,C706
123248,C5948,C586
123248,C6346,C586
123250,C14053,C1707
123250,C6346,C457
123254,C9705,C231
123255,C3238,C2320
123256,C3380,C22841
123258,C6346,C1685
123258,C7298,C1110
123263,C6758,C1685
123264,C920,C586
123266,C6346,C2109
123268,C14025,C612
123268,C5638,C706
123269,C7968,C1707
123270,C9696,C612
123275,C3484,C5030
123275,C4988,C5030
123276,C315,C1707
123278,C2021,C1707
123279,C16397,C706
123280,C16397,C706
123281,C16397,C706
123283,C366,C1685
123286,C13539,C2651
123287,C9696,C529
123289,C15767,C1707
123291,C1420,C706
123293,C15699,C1685
123293,C17013,C706
123293,C5948,C625
123293,C992,C1685
123294,C15268,C706
123298,C14066,C706
123298,C3380,C22841
123300,C6346,C706
123300,C9578,C1685
123301,C17219,C5900
123303,C13460,C231
123303,C1748,C706
123303,C2492,C457
123304,C1191,C419
123304,C14266,C706
123304,C2517,C3761
123305,C2492,C457
123306,C13539,C5030
123308,C11885,C5720
123308,C8124,C231
123312,C15914,C231
123313,C375,C1685
123315,C5154,C706
123317,C3380,C22841
123317,C768,C529
123319,C15403,C1685
123320,C58,C706
123324,C17023,C5030
123325,C12707,C5030
123325,C6346,C359
123327,C3030,C706
123329,C2299,C706
123333,C1624,C5030
123334,C375,C585
123335,C13539,C529
123335,C14870,C706
123335,C4581,C706
123336,C15615,C1707
123337,C16557,C706
123342,C768,C586
123343,C9704,C5640
123346,C17023,C5030
123351,C15394,C5030
123352,C2320,C467
123354,C2001,C1707
123356,C13631,C1707
123356,C15207,C1707
123357,C6335,C6335
123358,C17023,C1707
123358,C4367,C706
123360,C3380,C22841
123361,C13631,C467
123361,C14049,C706
123361,C17276,C5900
123361,C9696,C706
123362,C13631,C2109
123362,C13631,C457
123362,C13631,C612
123362,C13631,C625
123363,C13631,C359
123363,C13631,C528
123363,C13631,C529
123363,C13631,C586
123363,C3607,C3607
123364,C409,C231
123365,C2159,C5030
123365,C2492,C457
123366,C16247,C1707
123366,C16363,C467
123366,C4131,C231
123366,C9696,C231
123367,C2159,C706
123368,C15114,C231
123373,C16502,C754
123375,C2769,C1685
123378,C3380,C22841
123380,C14053,C706
123380,C14066,C1685
123381,C14179,C467
123381,C15753,C706
123381,C17065,C11498
123382,C11142,C5030
123382,C2278,C528
123383,C5904,C359
123383,C8388,C743
123385,C13018,C1707
123385,C8388,C1685
123386,C13631,C5030
123386,C4667,C528
123387,C7298,C5030
123391,C17023,C231
123391,C920,C529
123393,C4254,C706
123396,C2459,C5030
123397,C1928,C706
123398,C2321,C5030
123405,C16363,C586
123407,C4651,C706
123408,C1506,C1707
123413,C24436,C24436
123414,C2464,C706
123415,C3381,C5030
123421,C23396,C5900
123421,C366,C368
123422,C3380,C22841
123425,C2492,C457
123428,C2303,C1685
123429,C253,C706
123433,C14025,C5030
123433,C15843,C2109
123433,C3607,C1685
123433,C3607,C1707
123434,C15843,C528
123434,C2514,C743
123435,C15843,C1065
123435,C15843,C467
123435,C15843,C612
123435,C4653,C5030
123438,C16397,C5030
123438,C25715,C1883
123439,C16397,C5030
123439,C3380,C22841
123444,C11004,C706
123446,C2533,C1707
123451,C2827,C743
123452,C4081,C706
123452,C5948,C1685
123453,C14266,C1685
123453,C5948,C1685
123455,C14247,C1685
123458,C631,C1685
123459,C3380,C5588
123459,C421,C457
123462,C14025,C706
123463,C8147,C1685
123464,C11996,C706
123464,C15644,C706
123464,C16653,C1707
123465,C16397,C586
123467,C1435,C706
123474,C5785,C5782
123475,C13492,C1685
123480,C15268,C359
123481,C2077,C706
123482,C11885,C5463
123482,C9627,C3582
123484,C3380,C22841
123485,C1898,C706
123485,C2492,C457
123486,C2077,C231
123486,C2492,C457
123487,C14866,C231
123487,C16247,C706
123487,C9806,C706
123489,C421,C457
123490,C12682,C231
123490,C4352,C5030
123491,C16397,C1685
123492,C16168,C5030
123494,C16502,C2174
123494,C3457,C5030
123497,C14940,C1685
123500,C3380,C22841
123503,C11885,C3173
123504,C16363,C586
123504,C1954,C5030
123506,C15285,C706
123507,C16969,C1707
123509,C14253,C5637
123511,C2032,C706
123514,C13754,C706
123515,C13754,C706
123517,C14907,C1707
123519,C11161,C5030
123519,C17023,C706
123521,C16247,C754
123524,C16490,C585
123525,C2735,C1685
123531,C14204,C467
123531,C4165,C706
123535,C2303,C5030
123539,C9578,C5030
123541,C13717,C2174
123542,C13287,C1065
123542,C13287,C529
123542,C13754,C612
123545,C13124,C231
123546,C1300,C5030
123546,C2492,C457
123546,C3380,C22841
123547,C11885,C10
123547,C14993,C231
123552,C12393,C528
123553,C3451,C231
123554,C15753,C5030
123554,C1624,C706
123555,C15618,C706
123558,C16397,C359
123559,C16397,C359
123561,C3380,C22841
123562,C14186,C1685
123562,C2735,C706
123567,C2533,C706
123570,C11114,C5720
123570,C11114,C743
123570,C3380,C4222
123573,C15626,C2651
123576,C1936,C22529
123581,C3260,C706
123582,C2760,C5030
123582,C7904,C467
123584,C20215,C2485
123586,C12406,C1707
123592,C4232,C706
123593,C1191,C456
123593,C14090,C706
123593,C1954,C706
123594,C2438,C1867
123598,C8147,C706
123600,C10514,C5030
123600,C2514,C529
123601,C2514,C467
123602,C11996,C1707
123606,C10704,C5030
123606,C1173,C5030
123606,C12852,C231
123606,C1368,C231
123606,C1506,C231
123606,C1633,C231
123606,C172,C231
123606,C2064,C231
123606,C2492,C457
123606,C2767,C231
123606,C3344,C2731
123606,C3344,C5721
123606,C3544,C706
123606,C3602,C231
123606,C369,C457
123606,C3728,C231
123606,C569,C612
123606,C639,C2390
123606,C657,C1685
123606,C7036,C231
123606,C8293,C706
123606,C8774,C1685
123606,C957,C231
123607,C106,C231
123607,C1300,C231
123607,C15626,C706
123607,C1905,C706
123607,C3715,C1707
123608,C1423,C231
123608,C1718,C231
123608,C3380,C22841
123608,C4377,C231
123608,C4581,C231
123608,C576,C231
123608,C8143,C1707
123609,C13717,C706
123609,C15180,C231
123609,C5910,C5910
123610,C2989,C1685
123610,C3122,C231
123611,C12406,C1707
123611,C17033,C22529
123611,C569,C1685
123612,C10497,C5736
123613,C5279,C231
123614,C10713,C585
123615,C11161,C5721
123615,C11161,C585
123615,C2893,C231
123615,C8772,C1685
123616,C2533,C231
123618,C10497,C5721
123618,C10497,C585
123618,C13960,C5030
123618,C14864,C706
123618,C1726,C231
123620,C1823,C540
123621,C14818,C5030
123621,C8388,C706
123622,C3380,C22841
123623,C14296,C586
123623,C3629,C706
123624,C14296,C1707
123624,C14527,C1065
123624,C14527,C528
123626,C3440,C2436
123628,C17043,C467
123628,C17043,C528
123628,C2760,C706
123631,C15180,C5030
123631,C5635,C2109
123631,C5635,C529
123632,C14809,C706
123635,C12745,C612
123635,C14244,C16950
123637,C26666,C706
123638,C13183,C2109
123639,C1173,C706
123639,C1191,C102
123640,C16312,C5030
123641,C13754,C1685
123641,C17043,C586
123642,C13754,C1685
123642,C1823,C3699
123642,C274,C5030
123646,C12178,C1685
123646,C4367,C5030
123648,C1102,C586
123650,C11998,C706
123650,C5913,C1707
123651,C12745,C528
123651,C24057,C1685
123652,C709,C706
123653,C569,C612
123655,C16312,C612
123655,C902,C706
123656,C14557,C1707
123657,C17033,C529
123658,C12682,C1685
123658,C16312,C1707
123660,C1205,C706
123661,C2626,C706
123661,C7904,C706
123661,C8357,C706
123663,C15615,C706
123663,C2514,C2109
123663,C4618,C5030
123664,C15604,C754
123664,C17033,C2109
123664,C17033,C585
123665,C17033,C5721
123665,C5337,C231
123666,C13669,C1685
123666,C16520,C231
123666,C2492,C457
123666,C5358,C231
123668,C2626,C231
123669,C12406,C1065
123669,C14527,C467
123669,C569,C706
123670,C10497,C1685
123670,C13661,C1685
123670,C3380,C22841
123670,C657,C229
123671,C14763,C1685
123671,C14809,C5030
123672,C14763,C1707
123673,C2021,C5030
123673,C8357,C231
123674,C14025,C586
123676,C569,C231
123678,C13477,C5721
123678,C13477,C585
123678,C13477,C743
123679,C12423,C528
123679,C12423,C586
123680,C13519,C467
123680,C13519,C529
123680,C1823,C3722
123681,C25022,C13870
123683,C13303,C1685
123683,C3380,C22841
123684,C15498,C1707
123684,C2514,C457
123684,C2514,C467
123685,C1173,C1685
123685,C3602,C5030
123686,C17043,C706
123686,C1823,C2359
123686,C4015,C231
123687,C814,C1707
123687,C8914,C1707
123688,C1006,C457
123688,C13023,C5900
123688,C2514,C1685
123690,C14864,C5030
123690,C17043,C1065
123690,C17043,C2109
123690,C17043,C612
123691,C2021,C706
123691,C3714,C706
123693,C1936,C1685
123694,C1423,C1707
123694,C2493,C2436
123694,C9535,C5030
123695,C8958,C612
123696,C13519,C612
123696,C4835,C706
123697,C1823,C2084
123700,C14527,C1883
123702,C14049,C1065
123702,C3204,C1707
123702,C9526,C2109
123703,C2320,C5136
123704,C17043,C231
123705,C2514,C586
123707,C15753,C1685
123707,C2514,C1065
123709,C1823,C3722
123709,C2514,C529
123709,C3664,C5030
123710,C2098,C706
123710,C7955,C1685
123711,C1823,C2136
123711,C3165,C529
123711,C3165,C706
123714,C13183,C5720
123714,C13183,C743
123714,C2735,C5030
123716,C1653,C1685
123716,C2798,C1685
123716,C7955,C5030
123717,C2767,C1685
123717,C58,C1707
123718,C13754,C586
123718,C15618,C1707
123718,C172,C706
123720,C13754,C586
123720,C1823,C2359
123721,C16312,C1065
123721,C16312,C625
123721,C17043,C467
123722,C16312,C528
123722,C3198,C1707
123723,C14777,C1707
123723,C9578,C706
123724,C13519,C586
123724,C16312,C2174
123724,C2769,C1443
123725,C13629,C231
123725,C14244,C1797
123725,C7722,C585
123726,C11600,C5030
123726,C2492,C457
123726,C9578,C359
123728,C1823,C2359
123728,C369,C1685
123729,C6509,C585
123731,C7036,C1015
123732,C2514,C5136
123732,C3380,C22841
123733,C2514,C22529
123734,C14040,C231
123735,C15268,C5030
123736,C14439,C1707
123736,C14521,C231
123736,C608,C1015
123737,C14202,C1685
123738,C14984,C1707
123738,C16312,C706
123739,C14247,C2174
123739,C7036,C5136
123740,C13667,C5030
123740,C14053,C529
123740,C14053,C612
123740,C2769,C5030
123744,C16312,C231
123744,C2303,C706
123744,C3380,C22841
123745,C12360,C231
123746,C9806,C612
123747,C15609,C1707
123747,C2514,C5136
123747,C2514,C528
123748,C10529,C1707
123748,C2514,C22529
123750,C3049,C706
123752,C122,C706
123752,C14049,C612
123752,C5782,C10293
123752,C5782,C5785
123753,C14049,C528
123754,C14498,C754
123756,C14940,C1685
123756,C21561,C21561
123757,C2514,C22529
123757,C2514,C5136
123758,C17033,C1065
123760,C1506,C5030
123761,C14993,C1685
123761,C7298,C7100
123762,C14592,C2174
123763,C15180,C1685
123766,C7722,C1685
123769,C14619,C5030
123769,C4653,C1707
123770,C15323,C1883
123770,C4914,C706
123772,C2514,C706
123772,C4254,C743
123773,C4233,C529
123773,C709,C1707
123774,C12257,C706
123775,C6367,C1707
123776,C9082,C2174
123778,C4618,C1707
123779,C2514,C231
123784,C5402,C1707
123786,C18281,C5782
123786,C2492,C457
123787,C13933,C457
123787,C1515,C231
123787,C1823,C2084
123787,C1823,C2136
123789,C2584,C231
123789,C4550,C1707
123789,C4835,C1685
123790,C282,C1707
123790,C5909,C612
123791,C16179,C5030
123791,C2098,C231
123791,C6466,C6466
123792,C14343,C1685
123792,C3457,C231
123793,C4345,C231
123794,C2159,C1685
123794,C3380,C22841
123795,C8774,C3873
123795,C8774,C3909
123796,C2464,C1685
123796,C6509,C231
123798,C12257,C231
123798,C2212,C1707
123799,C16397,C1065
123801,C16397,C1065
123803,C12423,C706
123803,C13778,C1685
123803,C13778,C1707
123803,C16397,C1065
123805,C3380,C22841
123806,C15644,C1685
123806,C5904,C359
123807,C16957,C1685
123807,C16957,C1707
123808,C22270,C5782
123809,C13457,C1707
123810,C15139,C1707
123811,C4559,C706
123812,C1823,C3722
123813,C3496,C1707
123813,C6857,C1685
123813,C8914,C706
123814,C1435,C528
123814,C4693,C5030
123815,C13519,C706
123817,C14296,C706
123818,C12178,C706
123820,C13781,C1685
123820,C13795,C706
123820,C436,C706
123821,C5045,C706
123821,C657,C706
123822,C18281,C5782
123822,C5811,C706
123824,C17033,C706
123827,C13290,C467
123827,C14247,C1685
123827,C16103,C1685
123827,C18281,C5782
123828,C16103,C1707
123829,C1823,C3722
123829,C18281,C5782
123831,C18281,C5782
123833,C1295,C706
123833,C14204,C706
123833,C18281,C5782
123834,C18281,C5782
123835,C18281,C5782
123836,C16694,C1707
123837,C12745,C1685
123838,C18281,C5782
123840,C1823,C2359
123840,C3063,C706
123842,C12147,C706
123843,C15323,C528
123843,C18281,C5782
123844,C14179,C1707
123844,C17023,C5736
123845,C129,C457
123845,C129,C467
123845,C18281,C5782
123846,C14864,C231
123846,C2492,C457
123847,C12347,C706
123848,C18281,C5782
123850,C18281,C5782
123851,C1148,C467
123852,C1148,C625
123852,C18281,C5782
123853,C13124,C1707
123853,C15640,C706
123853,C18281,C5782
123853,C6509,C359
123854,C18281,C5782
123854,C3990,C706
123856,C18281,C5782
123856,C3380,C22841
123859,C8310,C1707
123861,C13539,C612
123863,C15609,C706
123863,C8711,C5720
123864,C1006,C1685
123864,C17009,C1685
123864,C17009,C1707
123866,C3380,C22841
123870,C1823,C2358
123870,C2514,C743
123873,C14025,C1065
123873,C453,C1685
123874,C14025,C529
123875,C14266,C1685
123876,C15802,C1685
123879,C13539,C467
123880,C15403,C5030
123881,C253,C5030
123883,C2769,C2866
123884,C1148,C1707
123884,C2436,C1707
123886,C1300,C1685
123886,C337,C706
123888,C14777,C5030
123889,C12488,C5463
123889,C12488,C585
123889,C12488,C743
123891,C5909,C1685
123896,C5111,C5030
123896,C7968,C706
123898,C515,C5030
123901,C14445,C1707
123901,C15285,C5030
123902,C5785,C5785
123903,C25715,C5900
123903,C5763,C1840
123905,C9715,C529
123906,C2492,C457
123906,C5934,C706
123906,C7709,C231
123908,C13018,C231
123908,C4077,C706
123909,C1191,C1707
123914,C1191,C706
123914,C1435,C1685
123917,C11658,C1065
123918,C3380,C22841
123918,C4394,C1707
123919,C14870,C5030
123919,C1506,C1707
123921,C12147,C1707
123921,C15403,C706
123922,C1748,C5030
123923,C5909,C586
123925,C18217,C1685
123926,C18217,C1707
123926,C768,C529
123927,C3380,C22841
123928,C14940,C706
123928,C3143,C706
123928,C4233,C706
123930,C23123,C5782
123930,C8774,C706
123931,C12682,C625
123932,C12682,C529
123932,C12682,C612
123932,C2852,C1685
123933,C12682,C1685
123933,C5111,C706
123934,C6857,C2109
123938,C14425,C14425
123939,C3381,C706
123940,C1823,C2358
123941,C12393,C706
123941,C354,C1707
123943,C14053,C5030
123945,C16557,C324
123945,C8774,C1685
123947,C8443,C1685
123947,C8443,C1707
123950,C6857,C612
123950,C902,C1707
123951,C16653,C2109
123951,C768,C586
123952,C13717,C1707
123955,C17365,C1685
123955,C17365,C1707
123956,C2798,C706
123960,C2604,C1685
123960,C3587,C706
123961,C27086,C1685
123961,C27086,C1707
123963,C17023,C359
123964,C515,C231
123964,C64,C231
123966,C129,C1707
123966,C2492,C457
123966,C8914,C5030
123967,C15218,C231
123968,C657,C1685
123973,C16397,C586
123973,C194,C5030
123978,C5948,C586
123978,C7298,C5306
123980,C1823,C3722
123980,C3380,C22841
123981,C4291,C1944
123981,C4508,C5030
123983,C17043,C586
123984,C7298,C10794
123986,C1142,C1707
123986,C1823,C2359
123986,C2475,C706
123988,C3380,C22841
123988,C6037,C5030
123989,C17043,C706
123992,C337,C5030
123997,C1823,C2084
123998,C14247,C586
123999,C16179,C1685
124003,C16179,C706
124005,C12347,C1707
124005,C17055,C625
124006,C17055,C2109
124011,C7904,C231
124014,C8914,C467
124015,C2459,C1685
124015,C2496,C706
124017,C13717,C5030
124017,C6238,C706
124017,C7237,C706
124017,C94,C706
124019,C14179,C706
124020,C453,C706
124021,C13661,C2109
124021,C2320,C467
124022,C10430,C1065
124022,C13661,C1065
124022,C13661,C528
124024,C7722,C231
124025,C8774,C5721
124025,C8774,C585
124025,C8774,C5932
124025,C8774,C743
124026,C2492,C457
124027,C1823,C2084
124028,C5461,C1707
124030,C1692,C706
124030,C17055,C528
124030,C4291,C1685
124033,C13360,C231
124033,C7722,C5030
124035,C3587,C1685
124037,C12654,C706
124039,C17055,C5030
124040,C4517,C625
124041,C1357,C1685
124041,C13667,C706
124042,C21561,C1685
124042,C3380,C22841
124043,C12682,C1065
124043,C21561,C1707
124045,C14993,C706
124047,C17055,C5030
124049,C3380,C22841
124050,C17055,C1685
124050,C9696,C1685
124051,C2604,C706
124054,C15218,C2174
124054,C17055,C2109
124055,C17033,C754
124058,C11658,C5030
124058,C17055,C528
124062,C17055,C3396
124064,C768,C1685
124065,C6367,C1707
124066,C17055,C5136
124068,C12414,C359
124068,C12943,C2109
124069,C1823,C3722
124070,C15303,C706
124072,C7863,C5720
124073,C1205,C1685
124073,C18345,C359
124075,C14521,C1685
124077,C12943,C529
124077,C12943,C586
124080,C17055,C2162
124080,C1823,C2359
124081,C1823,C2839
124082,C17055,C586
124083,C13378,C1065
124083,C13378,C529
124083,C13378,C625
124083,C2760,C1707
124083,C64,C706
124084,C13378,C467
124084,C13378,C528
124084,C159,C1685
124084,C17055,C625
124085,C10417,C231
124086,C11346,C1685
124086,C13378,C1685
124086,C13378,C1707
124086,C2492,C457
124088,C14903,C706
124088,C17055,C5720
124088,C17055,C5736
124088,C17055,C743
124089,C253,C231
124090,C10713,C231
124090,C2683,C743
124091,C12766,C1065
124091,C14984,C1707
124092,C17055,C585
124094,C1295,C1685
124096,C13378,C586
124097,C10925,C1685
124098,C3143,C1685
124099,C1243,C5030
124099,C2683,C585
124100,C6335,C1503
124100,C6335,C742
124101,C1191,C1707
124101,C18325,C359
124101,C2798,C1685
124104,C3380,C22841
124105,C2159,C15644
124106,C4515,C706
124108,C13285,C1707
124108,C14204,C1707
124110,C194,C1707
124110,C3380,C22841
124113,C16397,C706
124115,C11114,C706
124115,C6857,C586
124116,C3534,C2174
124117,C12943,C528
124118,C22786,C22786
124121,C14247,C706
124122,C2098,C1707
124124,C12406,C706
124125,C11336,C359
124126,C12318,C1685
124126,C13781,C706
124129,C15001,C1707
124130,C17080,C1685
124130,C17080,C1707
124131,C16363,C586
124134,C1515,C5030
124135,C4394,C706
124137,C1823,C3739
124141,C14296,C467
124143,C12943,C625
124145,C12943,C1065
124145,C2299,C1685
124146,C15266,C5030
124146,C2492,C457
124147,C14204,C586
124150,C2436,C5030
124150,C4513,C706
124151,C13583,C1707
124152,C13378,C5030
124152,C14053,C1707
124152,C15802,C706
124153,C15609,C5030
124159,C1653,C5030
124162,C14229,C586
124165,C6758,C1685
124166,C3380,C22841
124170,C14247,C612
124170,C14917,C1065
124171,C14247,C5030
124171,C14917,C467
124171,C21628,C1707
124171,C3380,C22841
124172,C515,C1685
124177,C1936,C1944
124177,C9535,C2174
124179,C12943,C706
124181,C21628,C1707
124184,C13907,C1685
124185,C4618,C706
124186,C16397,C586
124187,C12716,C1065
124188,C21628,C1707
124188,C8958,C1685
124191,C15767,C1707
124191,C17065,C528
124192,C15767,C1707
124192,C17065,C612
124193,C14868,C5030
124194,C1823,C2839
124196,C5948,C625
124198,C20165,C4679
124198,C6367,C706
124199,C3122,C1015
124202,C18184,C18184
124202,C9578,C1685
124203,C1173,C2174
124206,C2492,C457
124207,C17065,C528
124209,C17065,C612
124209,C4753,C231
124211,C17065,C467
124211,C1947,C231
124211,C7709,C5030
124212,C2668,C231
124212,C9535,C231
124213,C94,C1707
124214,C17065,C528
124215,C17065,C612
124215,C2098,C5030
124215,C375,C1685
124215,C94,C5030
124216,C13781,C5030
124216,C17055,C706
124217,C3044,C706
124219,C1823,C2358
124219,C1823,C3739
124220,C17065,C612
124221,C1435,C612
124223,C14917,C359
124223,C15003,C706
124226,C16363,C586
124228,C2517,C706
124228,C3380,C22841
124228,C5904,C359
124232,C3380,C22841
124233,C1947,C5030
124235,C15618,C5030
124237,C17065,C3396
124238,C3457,C706
124239,C4254,C625
124240,C4254,C2109
124240,C4254,C528
124241,C2480,C17001
124251,C11564,C1685
124253,C5332,C5030
124253,C7955,C706
124254,C16168,C457
124254,C24806,C1685
124254,C24806,C1707
124258,C1108,C1707
124259,C14917,C5030
124259,C15355,C1685
124259,C15355,C1707
124261,C6857,C706
124262,C7798,C5030
124266,C2492,C457
124266,C3163,C5030
124267,C16363,C467
124267,C6857,C231
124268,C17033,C2174
124268,C5828,C1707
124268,C5828,C528
124268,C5828,C612
124268,C5828,C625
124269,C5828,C467
124269,C5828,C528
124271,C1800,C706
124271,C5828,C2109
124271,C5828,C3173
124271,C5828,C467
124272,C3374,C706
124272,C5828,C3173
124272,C5828,C586
124273,C5910,C359
124273,C9201,C1685
124273,C9201,C1707
124275,C10497,C706
124276,C14040,C5030
124277,C14917,C1707
124277,C5828,C586
124278,C17065,C528
124279,C13018,C1707
124279,C17065,C612
124279,C4515,C231
124279,C5828,C586
124280,C14917,C1065
124280,C17033,C3349
124280,C1823,C3722
124280,C4517,C706
124282,C13754,C706
124286,C17065,C2162
124286,C1823,C2359
124288,C13018,C1707
124289,C14917,C586
124290,C3380,C22841
124292,C8559,C1707
124293,C3380,C22841
124294,C14439,C529
124294,C14445,C528
124294,C14445,C612
124295,C18255,C1685
124296,C18325,C1707
124296,C3030,C5030
124297,C1823,C2084
124297,C18325,C1685
124297,C4081,C5030
124298,C17065,C5736
124300,C17065,C467
124300,C1823,C2358
124300,C3554,C1065
124301,C17065,C5720
124301,C17065,C743
124301,C3554,C1685
124301,C3616,C5030
124304,C8958,C706
124306,C17065,C528
124306,C20215,C20215
124308,C12716,C706
124308,C17065,C585
124308,C1823,C2136
124308,C2492,C457
124309,C17065,C5720
124309,C1823,C3722
124310,C17065,C5932
124311,C1506,C1685
124315,C14040,C1685
124315,C14296,C1763
124315,C14439,C457
124316,C14439,C1065
124316,C14439,C2109
124317,C14439,C467
124317,C16312,C5721
124317,C16312,C743
124318,C10624,C1707
124318,C5888,C529
124319,C12541,C586
124319,C3664,C1707
124320,C1823,C2359
124322,C16312,C3953
124322,C5828,C457
124323,C15678,C1707
124323,C375,C706
124323,C5828,C457
124324,C15626,C5030
124324,C17065,C625
124324,C5828,C457
124325,C5828,C457
124325,C5828,C706
124326,C2492,C457
124326,C5828,C457
124327,C4015,C5030
124328,C15644,C5030
124328,C8559,C231
124329,C10713,C3812
124329,C10713,C801
124329,C17055,C231
124333,C13631,C706
124333,C17065,C625
124333,C17065,C706
124339,C14296,C612
124340,C17076,C467
124341,C17076,C528
124341,C2428,C586
124341,C3906,C706
124343,C1718,C5030
124343,C2428,C586
124344,C2626,C706
124345,C1936,C2079
124346,C15001,C1707
124348,C6367,C743
124350,C11336,C5030
124352,C3380,C22841
124353,C5794,C467
124354,C3380,C22841
124355,C3380,C22841
124358,C5948,C1685
124360,C5948,C1685
124365,C16811,C706
124369,C13937,C586
124369,C1936,C2079
124370,C15498,C1707
124370,C24386,C5030
124370,C8371,C706
124371,C13937,C1685
124372,C2320,C5136
124373,C13937,C467
124373,C13937,C529
124373,C13937,C706
124374,C13937,C528
124374,C13937,C612
124375,C13937,C5030
124375,C728,C3644
124378,C13026,C706
124378,C14266,C528
124378,C2428,C467
124378,C2428,C625
124378,C3380,C25294
124379,C3380,C22167
124380,C2428,C528
124381,C2428,C1015
124381,C4508,C706
124382,C2428,C1065
124382,C5461,C706
124384,C1823,C2839
124385,C2772,C5030
124386,C15628,C231
124386,C1653,C231
124386,C2492,C457
124387,C13937,C231
124387,C1823,C2084
124387,C1823,C2136
124387,C2428,C706
124388,C10430,C231
124388,C13285,C706
124388,C1800,C231
124389,C13669,C1685
124390,C15323,C528
124390,C16698,C1685
124390,C17365,C17365
124390,C17365,C957
124391,C6537,C706
124393,C16397,C1685
124394,C1645,C231
124396,C12427,C2109
124396,C3405,C231
124398,C14229,C706
124398,C17076,C2109
124400,C14917,C706
124400,C3496,C706
